timestamp,fPressureFront,fPressureSide,acceleration.x,acceleration.y,acceleration.z,quaternion.i,quaternion.j,quaternion.k,quaternion.real,quaternion.accuracy
1081665,1020.9004,1021.75635,0.6484375,-0.68359375,9.9453125,-0.05316162,-0.0064697266,-0.7844238,0.6179199,0.0
1081690,1020.8594,1021.7632,0.91796875,-0.453125,9.984375,-0.055236816,-0.0056762695,-0.78430176,0.6179199,0.0
1081705,1020.8862,1021.74023,1.109375,-0.4921875,9.9453125,-0.05682373,-0.0038452148,-0.7840576,0.618042,0.0
1081725,1020.8938,1021.8479,1.1484375,-0.72265625,9.90625,-0.057556152,-0.0020141602,-0.78393555,0.61816406,0.0
1081745,1020.8733,1021.8325,1.2226562,-0.80078125,9.90625,-0.05810547,-0.00018310547,-0.7835083,0.6187134,0.0
1081765,1020.8801,1021.7932,1.109375,-1.1445312,9.871094,-0.05810547,0.0012207031,-0.7826538,0.619751,0.0
1081785,1020.8616,1021.77,0.95703125,-0.9921875,9.984375,-0.057250977,0.0017089844,-0.7815552,0.6212158,0.0
1081805,1020.87646,1021.60376,0.91796875,-0.64453125,9.7890625,-0.05621338,0.001953125,-0.7802124,0.62298584,0.0
1081830,1020.84766,1021.42725,0.80078125,-0.453125,9.6015625,-0.055725098,0.003112793,-0.77893066,0.62457275,0.0
1081845,1020.8386,1021.3335,0.765625,-0.41796875,9.640625,-0.055664062,0.004760742,-0.77783203,0.62597656,0.0
1081865,1020.83325,1021.17285,0.6875,-0.609375,9.605469,-0.055603027,0.0060424805,-0.77697754,0.6270752,0.0
1081885,1020.8008,1021.0642,0.6875,-0.609375,9.449219,-0.055419922,0.006958008,-0.7762451,0.6279297,0.0
1081905,1020.8242,1021.0239,0.6875,-0.64453125,9.261719,-0.05493164,0.0076293945,-0.77545166,0.62890625,0.0
1081925,1020.864,1021.00635,0.765625,-0.80078125,9.371094,-0.054626465,0.008178711,-0.7746582,0.62994385,0.0
1081945,1020.82666,1021.02246,0.83984375,-0.68359375,9.261719,-0.05444336,0.007873535,-0.7739868,0.63079834,0.0
1081970,1020.83545,1021.0322,0.87890625,-0.4921875,9.40625,-0.05456543,0.0076904297,-0.7730713,0.631958,0.0
1081985,1020.81104,1021.0149,0.80078125,-0.41796875,9.3671875,-0.05517578,0.007446289,-0.77227783,0.6328125,0.0
1082005,1020.8281,1021.0266,0.80078125,-0.453125,9.410156,-0.055908203,0.007080078,-0.7714844,0.63378906,0.0
1082025,1020.86475,1021.02515,0.83984375,-0.453125,9.605469,-0.05609131,0.006652832,-0.770813,0.6345825,0.0
1082045,1020.8357,1021.00757,0.83984375,-0.4921875,9.75,-0.05596924,0.00579834,-0.7702637,0.6352539,0.0
1082065,1020.8408,1021.0515,0.87890625,-0.453125,9.75,-0.055847168,0.0044555664,-0.77020264,0.635376,0.0
1082085,1020.8533,1021.0242,0.765625,-0.4921875,9.9453125,-0.056152344,0.0029907227,-0.77020264,0.63531494,0.0
1082110,1020.8396,1021.06006,0.83984375,-0.8359375,10.25,-0.056396484,0.0015869141,-0.7698364,0.63568115,0.0
1082125,1020.8303,1021.0039,1.03125,-0.5703125,10.40625,-0.056030273,0.0005493164,-0.7692871,0.6364136,0.0
1082145,1020.82935,1021.4861,1.03125,-0.453125,10.480469,-0.054992676,-0.0007324219,-0.7687378,0.63720703,0.0
1082165,1020.8325,1021.428,1.2617188,-0.2265625,10.5546875,-0.05316162,-0.001953125,-0.76898193,0.6370239,0.0
1082185,1020.8374,1021.5217,1.1484375,-0.30078125,10.4453125,-0.050048828,-0.003479004,-0.7698364,0.6362915,0.0
1082205,1020.87427,1021.52856,1.1484375,-0.30078125,10.253906,-0.046020508,-0.005004883,-0.770874,0.63531494,0.0
1082225,1020.8108,1021.56934,1.03125,-0.41796875,10.1328125,-0.04168701,-0.00579834,-0.7719116,0.6343384,0.0
1082250,1020.8059,1021.5259,0.765625,-0.41796875,9.8671875,-0.036865234,-0.0056762695,-0.772522,0.6338501,0.0
1082265,1020.79736,1021.43066,0.57421875,-0.26171875,9.7890625,-0.033935547,-0.00579834,-0.77282715,0.633728,0.0
1082285,1020.76807,1021.3899,0.53515625,0.00390625,9.605469,-0.03125,-0.0061035156,-0.7731323,0.63342285,0.0
1082305,1020.7551,1021.39233,0.53515625,-0.03515625,9.4453125,-0.029052734,-0.006652832,-0.77368164,0.6328125,0.0
1082325,1020.7566,1021.4197,0.53515625,-0.1875,9.292969,-0.027160645,-0.0068359375,-0.774353,0.6321411,0.0
1082345,1020.78613,1021.4761,0.45703125,-0.33984375,9.292969,-0.025268555,-0.0067749023,-0.7747803,0.63165283,0.0
1082365,1020.7512,1021.5508,0.45703125,-0.453125,9.222656,-0.0234375,-0.007080078,-0.7750244,0.6314087,0.0
1082390,1020.76294,1021.62646,0.3046875,-0.41796875,9.1796875,-0.02166748,-0.008117676,-0.7750244,0.6314697,0.0
1082405,1020.74536,1021.6787,0.2265625,-0.41796875,9.183594,-0.02154541,-0.008728027,-0.7747803,0.6317749,0.0
1082425,1020.7529,1021.7368,0.34375,-0.03515625,9.21875,-0.022827148,-0.009216309,-0.77441406,0.63220215,0.0
1082445,1020.761,1021.73975,0.3828125,0.04296875,9.3671875,-0.024963379,-0.0095825195,-0.774353,0.63220215,0.0
1082465,1020.7615,1021.7783,0.6875,-0.1875,9.832031,-0.027160645,-0.00970459,-0.77459717,0.63183594,0.0
1082485,1020.75464,1021.7976,0.6484375,-0.37890625,9.984375,-0.028930664,-0.0095825195,-0.7749634,0.6312866,0.0
1082505,1020.78076,1021.73706,0.765625,-0.41796875,10.1328125,-0.030090332,-0.00982666,-0.7752075,0.6309204,0.0
